epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.3103,2.91999,7.44696,2.01555,0,0,0,0,2.70163,7.64944,2.23883,3.334e-05,3.334e-05,3.334e-05
2,37.8069,2.63612,7.7839,1.87201,0,0,0,0,3.18915,8.82515,2.22157,7.78489e-05,7.78489e-05,7.78489e-05
3,58.2167,2.30387,6.53904,1.56451,0,0,0,0,2.83201,7.52937,2.08165,0.000115756,0.000115756,0.000115756
